Start Date,End Date,Store ID,Store Name,Merchant Supplied ID,Cancellation Category - Short,Cancellation Category - Description,Count of Orders
2026-02-01,2026-02-28,23367234,Jewel's Breakfast Joint (Broadway),23367234,Avoidable Store Operations,Store closed,2
2026-02-01,2026-02-28,23367264,General's French Toast (W Chester Pike),23367264,Other,Other,1
2026-02-01,2026-02-28,23423347,Big Ease Smoothies  (1117 Broadway),23423347,Avoidable Store Operations,Store closed,3
2026-02-01,2026-02-28,23532702,The Burger Bae (Van Nuys Blvd),23532702,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,23532702,The Burger Bae (Van Nuys Blvd),23532702,Avoidable Store Operations,Store operations issue,1
2026-02-01,2026-02-28,23532713,Danny's Desserts (Van Nuys Blvd),23532713,Avoidable Store Operations,Store operations issue,1
2026-02-01,2026-02-28,23549497,Brenda's Panini Palace (83 Canal St #6019),23549497,Avoidable Store Operations,Staff requested - Busy or cannot fulfill,1
2026-02-01,2026-02-28,23549534,The Sandwich Doctor (83 Canal St #6019),23549534,Avoidable Store Operations,Staff requested - Busy or cannot fulfill,2
2026-02-01,2026-02-28,23549534,The Sandwich Doctor (83 Canal St #6019),23549534,Avoidable Store Operations,Store operations issue,1
2026-02-01,2026-02-28,23549667,Marty's Wraps Shack (433 W 34th st),23549667,Avoidable Store Operations,Wrong order handed to dasher,1
2026-02-01,2026-02-28,23556864,NY Dessert Bar (34-02 30th St),23556864,Avoidable Store Operations,Item out of stock,1
2026-02-01,2026-02-28,23556864,NY Dessert Bar (34-02 30th St),23556864,Customer Cancellations,Long order fulfillment time,1
2026-02-01,2026-02-28,23557659,Farmer Girl Salad (301 W 96th St),23557659,Customer Cancellations,Customer requested - Unspecified reason,1
2026-02-01,2026-02-28,23785266,Chicken Tenders Bar (4249 Washington St),23785266,NULL,NULL,1
2026-02-01,2026-02-28,24051979,The Breakfast Dream (6611 S 101st E Ave),24051979,Avoidable Store Operations,Store operations issue,1
2026-02-01,2026-02-28,24099355,Casa De Quesadilla (730 Astor Ave),24099355,Avoidable Store Operations,Store closed,2
2026-02-01,2026-02-28,24099355,Casa De Quesadilla (730 Astor Ave),24099355,Customer Cancellations,Long order fulfillment time,1
2026-02-01,2026-02-28,24194631,The Gyro Bar (319 Rogers Ave),24194631,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,24257608,Mediterranean Salad Chop (197 Havemeyer St.),24257608,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,24270691,Fiesta Vegan Mexican (4955 Voltaire St),24270691,Avoidable Store Operations,Wrong order handed to dasher,1
2026-02-01,2026-02-28,24328785,Henry's Chicken Wings (4663 Trousdale Dr),24328785,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,24387449,First Light Breakfast Cafe (3907 Lee Hwy),24387449,Avoidable Store Operations,Wrong order handed to dasher,1
2026-02-01,2026-02-28,24387449,First Light Breakfast Cafe (3907 Lee Hwy),24387449,Customer Cancellations,Long order fulfillment time,2
2026-02-01,2026-02-28,24387639,Casa Pasta Ristorante (1 Kedron Ave Unit 4),24387639,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,24506648,Livia's Mediterranean Table (1849 N Scottsdale Rd),24506648,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,24506648,Livia's Mediterranean Table (1849 N Scottsdale Rd),24506648,Customer Cancellations,Long order fulfillment time,1
2026-02-01,2026-02-28,24556145,Glorious Panini Snob (330 W Broadway),24556145,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,24556145,Glorious Panini Snob (330 W Broadway),24556145,Other,Other,2
2026-02-01,2026-02-28,24556355,Gourmet Omelette Bar (226 1/2 Newark Ave),24556355,NULL,NULL,1
2026-02-01,2026-02-28,24606197,Hassan's Mediterranean Flatbreads (1849 N Scottsdale Rd),24606197,Customer Cancellations,Long order fulfillment time,1
2026-02-01,2026-02-28,24606369,Amal's Flatbread Recipe (1849 N Scottsdale Rd),24606369,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,24637043,Taco Paradiso (514 Main St),24637043,Avoidable Store Operations,Store operations issue,1
2026-02-01,2026-02-28,24703825,Middle East Wraps - 750 East Main St,24703825,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,24770396,Cameron's Breakfast Cafe (38-01 Vernon Boulevard),24770396,Customer Cancellations,Long order fulfillment time,1
2026-02-01,2026-02-28,24770405,Tessa's Fruity Treats  (1741 1st Avenue),24770405,Avoidable Store Operations,Store operations issue,1
2026-02-01,2026-02-28,24770405,Tessa's Fruity Treats  (1741 1st Avenue),24770405,NULL,NULL,1
2026-02-01,2026-02-28,24770450,Evan's Burger Empire (143 Grand Street),24770450,Avoidable Store Operations,Store operations issue,1
2026-02-01,2026-02-28,24770490,Carmen's Breakfast Burritos (143 Grand Street),24770490,Avoidable Store Operations,Store operations issue,2
2026-02-01,2026-02-28,24770490,Carmen's Breakfast Burritos (143 Grand Street),24770490,Avoidable Store Operations,Wrong order handed to dasher,1
2026-02-01,2026-02-28,24770490,Carmen's Breakfast Burritos (143 Grand Street),24770490,Customer Cancellations,Long order fulfillment time,2
2026-02-01,2026-02-28,24770490,Carmen's Breakfast Burritos (143 Grand Street),24770490,Other,Other,1
2026-02-01,2026-02-28,24800989,Quatro's Quesadilla Bar (3618 N Pennsylvania Ave),24800989,Avoidable Store Operations,Store operations issue,2
2026-02-01,2026-02-28,24854759,Queen's Quesadillas (689 Broadway),24854759,Customer Cancellations,Long order fulfillment time,1
2026-02-01,2026-02-28,24974708,Nancy's Desserts (555 CA-17),24974708,Customer Cancellations,Customer requested - Unspecified reason,1
2026-02-01,2026-02-28,25079045,Kung Fu Fried Rice (4957 Winters Chapel Rd Suite B),25079045,Avoidable Store Operations,Wrong order handed to dasher,1
2026-02-01,2026-02-28,25079045,Kung Fu Fried Rice (4957 Winters Chapel Rd Suite B),25079045,Avoidable Store Operations,Store operations issue,1
2026-02-01,2026-02-28,25079045,Kung Fu Fried Rice (4957 Winters Chapel Rd Suite B),25079045,Other,Other,1
2026-02-01,2026-02-28,25079119,The Chinese Noodle Palace (4957 Winters Chapel Rd Suite B),25079119,Avoidable Store Operations,Extreme dasher wait time,1
2026-02-01,2026-02-28,25079119,The Chinese Noodle Palace (4957 Winters Chapel Rd Suite B),25079119,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,25079119,The Chinese Noodle Palace (4957 Winters Chapel Rd Suite B),25079119,Avoidable Store Operations,Wrong order handed to dasher,1
2026-02-01,2026-02-28,25079119,The Chinese Noodle Palace (4957 Winters Chapel Rd Suite B),25079119,Customer Cancellations,Customer requested - Unspecified reason,1
2026-02-01,2026-02-28,25092392,Times French Fries (1715 Sicklerville Rd),25092392,Avoidable Store Operations,Store operations issue,1
2026-02-01,2026-02-28,25092392,Times French Fries (1715 Sicklerville Rd),25092392,Avoidable Store Operations,Item out of stock,1
2026-02-01,2026-02-28,25130156,Evan's Burger Empire (877 10th Ave),25130156,Avoidable Store Operations,Store closed,3
2026-02-01,2026-02-28,25130156,Evan's Burger Empire (877 10th Ave),25130156,Avoidable Store Operations,Staff requested - Busy or cannot fulfill,1
2026-02-01,2026-02-28,25294190,Ali's Mediterranean Sandwiches (114 East Main Street),25294190,Avoidable Store Operations,Wrong order handed to dasher,1
2026-02-01,2026-02-28,25294875,Ramen Noodle Empire (2521 Durant Ave Suite D),25294875,Other,Other,1
2026-02-01,2026-02-28,25295448,Amanda's Breakfast Lounge (111 E 161 St),25295448,Customer Cancellations,Customer requested - Unspecified reason,1
2026-02-01,2026-02-28,25295637,Big Famous Deli & Grill (244 W. 14th street),25295637,Customer Cancellations,Customer requested - Unspecified reason,1
2026-02-01,2026-02-28,26000460,Gooey Mac N cheez (W Jefferson),26000460,Avoidable Store Operations,Item out of stock,1
2026-02-01,2026-02-28,26000460,Gooey Mac N cheez (W Jefferson),26000460,Avoidable Store Operations,Staff requested - Busy or cannot fulfill,1
2026-02-01,2026-02-28,26000460,Gooey Mac N cheez (W Jefferson),26000460,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,26000460,Gooey Mac N cheez (W Jefferson),26000460,POS Error Cancellations,Technical error,4
2026-02-01,2026-02-28,26000640,Sandwich On Fleek (W Jefferson),26000640,Avoidable Store Operations,Extreme dasher wait time,1
2026-02-01,2026-02-28,26000640,Sandwich On Fleek (W Jefferson),26000640,POS Error Cancellations,Technical error,1
2026-02-01,2026-02-28,26000771,The Indian Spice Palace (3005 36th Ave),26000771,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,26153026,Fine Line Desserts (12453 Oxnard St),26153026,POS Error Cancellations,Timeout,1
2026-02-01,2026-02-28,26174718,SugarSlice Cakes,26174718,Avoidable Store Operations,Store operations issue,1
2026-02-01,2026-02-28,26174821,Chicken Sandwich Loft,26174821,Avoidable Store Operations,Store operations issue,2
2026-02-01,2026-02-28,26174821,Chicken Sandwich Loft,26174821,NULL,NULL,1
2026-02-01,2026-02-28,26175096,The Mac and Cheese Co,26175096,Avoidable Store Operations,Store operations issue,4
2026-02-01,2026-02-28,26175160,Frank's Philly Cheesesteaks,26175160,Avoidable Store Operations,Store operations issue,1
2026-02-01,2026-02-28,26292114,Bosscat Breakfast - 8886 (Knott Ave),26292114,Customer Cancellations,Long order fulfillment time,1
2026-02-01,2026-02-28,27456448,NextBagel (1225 Amsterdam Ave),27456448,Avoidable Store Operations,Store operations issue,1
2026-02-01,2026-02-28,27556354,Prima Panini Bar (16965 Monterey Hwy #106D),27556354,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,27682605,Luna's Loaded Fries (4352 E Speedway Blvd),27682605,Customer Cancellations,Long order fulfillment time,1
2026-02-01,2026-02-28,27682621,Fiesta Vegan Mexican (3917 4th Ave),27682621,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,27741795,Casa De Quesadilla (415 E Windmill Ln),27741795,Avoidable Store Operations,Store closed,2
2026-02-01,2026-02-28,27833963,The Acai Dream (34-02 30th St),27833963,Customer Cancellations,Customer requested - Unspecified reason,1
2026-02-01,2026-02-28,28607208,The Pasta Story (43 W Flagler St),28607208,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,28607943,Breakfast Burrito Joint (128 East 4th Street),28607943,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,31313343,BigLeaf Salads (18300 Vanowen Street Suite 3),31313343,Avoidable Store Operations,Store operations issue,2
2026-02-01,2026-02-28,31313829,Leon's Legendary Pizza (1595 Seminole Blvd),31313829,POS Error Cancellations,Timeout,2
2026-02-01,2026-02-28,31313981,Antonio's Quesadilla Shack (4352 E Speedway Blvd),31313981,Customer Cancellations,Long order fulfillment time,1
2026-02-01,2026-02-28,31314269,FirstBite Breakfast Sandwiches (370 Main St),31314269,Customer Cancellations,Customer requested - Unspecified reason,1
2026-02-01,2026-02-28,31535783,Scotty's Bagel Express (Chapel St),31535783,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,31535791,The Pasta Twins (Chestnut St),31535791,Customer Cancellations,Customer entered the wrong address,1
2026-02-01,2026-02-28,31547931,Luke's Breakfast Club (Caton Ave),31547931,Avoidable Store Operations,Staff requested - Busy or cannot fulfill,1
